temperature,humidity,wind_speed,rainfall,recommended_sensitivity,explanation
23.0,87.1,49.6,72.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
42.6,28.7,14.6,0.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.0,53.6,15.4,10.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.1,92.8,16.3,35.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
34.9,31.5,16.2,2.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.4,34.7,17.8,1.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.7,72.5,28.5,36.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.1,85.4,22.3,41.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.4,91.0,25.7,34.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
20.2,84.5,44.9,63.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
35.1,21.7,15.4,2.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.8,77.5,31.1,41.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
36.0,35.6,10.9,3.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.5,41.6,12.5,1.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.6,93.4,25.7,50.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.5,83.1,22.3,27.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
21.6,80.9,21.4,61.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
36.2,40.6,13.4,1.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.1,49.8,13.7,17.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.2,86.2,15.7,28.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.9,74.4,32.1,68.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
16.1,92.0,47.3,96.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
28.6,47.3,24.1,15.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.2,83.0,31.6,67.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
43.3,26.0,6.6,4.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.7,88.7,19.7,41.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
44.5,31.0,8.3,2.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.5,52.9,16.4,15.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
19.7,94.3,46.4,60.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
28.1,86.6,33.8,54.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
21.7,94.0,22.3,60.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
20.1,98.2,37.9,99.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
42.3,25.9,7.7,4.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.6,89.2,23.1,21.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
29.3,81.8,23.3,62.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.9,87.5,25.1,37.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.9,81.3,15.5,22.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.5,73.4,23.0,51.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
32.4,32.9,17.6,4.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.2,89.8,21.4,43.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.9,90.0,19.0,40.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.3,97.7,34.5,97.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.5,92.7,34.5,29.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.3,51.5,11.3,10.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.2,93.0,24.1,53.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
42.9,39.6,8.7,2.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.8,99.9,35.7,87.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
23.5,52.3,13.9,14.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.5,70.3,17.7,36.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.6,87.7,29.7,32.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
35.0,25.9,16.8,5.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.8,95.0,30.9,70.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.9,54.3,24.5,13.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.3,66.9,12.0,9.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.7,23.2,16.3,4.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.7,97.5,42.3,90.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.9,52.9,24.9,16.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.6,71.3,18.0,31.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.2,94.9,33.5,22.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.8,82.3,31.9,63.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
17.3,83.4,40.2,70.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.0,94.3,25.5,48.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.1,92.2,15.5,54.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.4,90.9,18.1,24.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.4,93.9,26.9,20.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
29.4,78.1,29.6,56.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.7,36.1,9.2,0.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.0,88.0,33.6,98.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
42.8,24.1,15.1,1.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.4,82.3,23.6,60.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
40.0,40.8,11.7,2.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.6,55.6,21.3,17.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.4,53.5,17.0,8.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.3,58.1,14.4,11.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.9,42.6,15.9,2.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.1,21.1,6.4,2.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.8,76.3,20.1,24.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
39.9,24.5,7.4,2.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.9,91.7,39.1,86.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
44.5,41.8,7.4,0.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.5,72.7,25.7,20.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.9,66.7,24.5,14.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.7,93.5,43.8,75.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.2,22.8,5.2,4.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
39.7,36.2,10.7,3.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
34.5,31.6,11.2,0.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.5,44.1,11.1,4.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
38.5,40.8,5.7,0.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.8,91.2,29.7,49.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.9,59.8,19.2,15.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.3,80.6,21.3,23.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.7,57.4,24.1,10.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
32.9,28.6,8.0,1.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.0,66.1,19.9,7.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.8,93.5,44.7,91.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.5,77.1,30.0,53.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
39.1,22.5,10.4,5.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.7,20.5,16.5,1.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.7,70.8,16.3,41.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
33.4,26.4,9.4,1.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.5,83.0,43.8,80.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.1,80.9,24.1,62.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.4,93.7,31.5,22.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
28.5,92.8,18.1,34.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
29.3,47.5,19.7,10.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.3,80.4,30.4,32.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.1,47.1,15.6,16.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.8,88.8,23.4,31.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.1,56.5,22.8,16.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.1,40.2,17.3,0.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
17.1,81.2,45.2,86.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
15.8,92.6,44.3,86.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
36.0,37.0,12.2,1.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
15.1,85.6,40.6,96.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.1,58.6,21.8,14.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.9,74.9,21.0,21.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.5,94.8,20.7,24.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
29.6,49.0,10.4,16.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.7,94.7,17.2,23.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.3,71.2,28.0,26.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.4,94.6,31.1,69.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
23.2,90.7,41.9,74.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.6,86.8,29.3,46.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.9,79.0,17.0,55.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
43.3,31.9,10.8,1.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.2,79.9,20.3,44.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.3,57.2,24.6,17.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.6,87.6,32.3,25.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
29.5,68.6,15.5,19.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
38.6,21.0,7.0,1.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.9,64.8,12.1,13.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.6,84.3,46.4,79.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.7,55.4,18.6,13.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.2,60.1,21.4,12.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.7,53.1,22.0,15.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.4,69.0,23.4,16.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
24.9,89.9,29.1,48.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
39.3,34.4,5.7,2.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.0,48.0,24.0,7.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.9,87.6,32.8,42.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.4,66.5,10.3,11.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
24.6,47.9,11.5,7.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.3,27.7,10.3,0.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.3,46.5,15.8,9.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.8,65.7,11.8,8.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.5,54.6,11.7,5.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.8,55.2,13.5,18.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
21.0,83.9,30.7,35.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
39.5,25.1,17.6,1.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.5,80.6,33.2,42.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.3,52.2,24.6,5.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.1,79.5,22.0,51.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
41.1,34.1,8.9,2.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
38.3,27.0,10.6,3.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.8,53.6,13.9,16.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.4,89.2,42.0,60.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
18.0,81.9,33.0,53.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.1,83.5,30.7,52.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.1,86.8,22.1,60.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
41.5,37.4,5.1,2.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.2,45.5,14.2,18.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
39.2,27.6,14.3,1.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.8,67.6,20.6,8.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.7,59.2,17.4,13.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.8,71.6,17.6,23.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
37.8,39.6,7.5,3.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.4,76.3,26.2,42.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
15.7,98.8,38.7,99.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
23.6,79.0,30.2,64.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.5,45.1,12.9,6.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
41.1,44.5,10.5,0.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
34.7,35.6,6.3,2.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.5,78.4,20.0,25.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.0,39.9,17.3,3.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.5,84.5,16.7,23.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.8,73.2,33.4,42.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
18.8,86.9,26.2,34.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
41.3,25.8,12.8,3.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.0,67.0,19.3,10.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.3,49.8,11.5,13.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.3,84.3,27.7,32.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.3,76.1,30.9,23.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.6,63.9,14.7,18.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.4,54.2,10.1,13.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.4,66.5,16.3,7.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.1,86.7,28.9,69.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.6,85.4,23.4,28.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
18.5,75.5,15.1,31.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
41.0,43.8,9.3,3.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.8,29.1,6.0,0.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
32.9,34.6,15.0,0.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
32.6,42.1,14.3,1.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.3,41.1,16.8,0.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.9,47.8,24.0,9.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
29.3,94.4,35.0,64.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
32.2,43.1,15.3,1.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.0,69.4,13.7,5.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.9,53.2,10.8,16.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
